Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount
Oby Sorrel,India,Raspberry Choco,15-03-2022,"$4,574",356,"4,574"
Roddy Speechley,India,Caramel Stuffed Bars,15-03-2022,"$1,417",24,"1,417"
Kaine Padly,USA,Organic Choco Syrup,15-03-2022,"$8,887",164,"8,887"
Jehu Rudeforth,Canada,White Choc,16-03-2022,"$4,627.00",136,"4,627.00"
Kelci Walkden,Australia,Orange Choco,16-03-2022,"$13,331.77",443,"13,331.77"
Barr Faughny,USA,Fruit & Nut Bars,16-03-2022,"$8,315",284,"8,315"
Andria Kimpton,UK,Drinking Coco,16-03-2022,"$6,665",375,"6,665"
Curtice Advani,Australia,99% Dark & Pure,17-03-2022,"$4,676.00",84,"4,676.00"
Madelene Upcott,India,Choco Coated Almonds,17-03-2022,"$4,328",220,"4,328"
Dotty Strutley,USA,Mint Chip Choco,18-03-2022,"$5,292.00",248,"5,292.00"
Madelene Upcott,New Zealand,70% Dark Bites,18-03-2022,"$13,356.00",93,"13,356.00"
Camilla Castle,USA,Spicy Special Slims,18-03-2022,"$1,413.64",261,"1,413.64"
Kelci Walkden,USA,After Nines,18-03-2022,"$9,174",234,"9,174"
Rafaelita Blaksland,New Zealand,Eclairs,18-03-2022,"$3,640",400,"3,640"
Gigi Bohling,Australia,Smooth Sliky Salty,19-03-2022,"$5,768.00",119,"5,768.00"
Marney O'Breen,New Zealand,Eclairs,19-03-2022,"$5,254.38",31,"5,254.38"
Curtice Advani,Australia,Almond Choco,19-03-2022,"$3,136.53",74,"3,136.53"
Beverie Moffet,Canada,White Choc,19-03-2022,"$3,349",247,"3,349"
Marney O'Breen,USA,Raspberry Choco,20-03-2022,"$6,206.90",149,"6,206.90"
Gunar Cockshoot,New Zealand,Choco Coated Almonds,20-03-2022,"$14,722.35",61,"14,722.35"
Rafaelita Blaksland,Australia,Smooth Sliky Salty,20-03-2022,$940,224,940
Barr Faughny,UK,White Choc,20-03-2022,"$5,884",24,"5,884"
Ches Bonnell,Australia,70% Dark Bites,20-03-2022,"$4,444",164,"4,444"
Dotty Strutley,Australia,White Choc,20-03-2022,"$2,509",301,"2,509"
Dennison Crosswaite,New Zealand,Orange Choco,21-03-2022,"$4,571.00",140,"4,571.00"
Mallorie Waber,Canada,Choco Coated Almonds,21-03-2022,"$4,781.00",241,"4,781.00"
Kelci Walkden,Australia,White Choc,21-03-2022,"$8,715.00",168,"8,715.00"
Oby Sorrel,Australia,Manuka Honey Choco,21-03-2022,"$4,194.44",80,"4,194.44"
Roddy Speechley,Australia,Mint Chip Choco,21-03-2022,"$7,030",28,"7,030"
Karlen McCaffrey,Australia,50% Dark Bites,22-03-2022,"$6,678.00",708,"6,678.00"
Van Tuxwell,Australia,Caramel Stuffed Bars,22-03-2022,"$6,584.26",62,"6,584.26"
Brien Boise,New Zealand,Eclairs,22-03-2022,"$4,981.78",299,"4,981.78"
Dotty Strutley,USA,Manuka Honey Choco,22-03-2022,$299.71,207,299.71
Gunar Cockshoot,USA,Drinking Coco,22-03-2022,"$4,142.16",5,"4,142.16"
Kaine Padly,UK,Organic Choco Syrup,22-03-2022,"$7,777",174,"7,777"
Madelene Upcott,New Zealand,Peanut Butter Cubes,22-03-2022,"$4,590",296,"4,590"
Kelci Walkden,India,After Nines,23-03-2022,"$1,687.00",520,"1,687.00"
Madelene Upcott,New Zealand,Fruit & Nut Bars,23-03-2022,"$5,677.00",21,"5,677.00"
Beverie Moffet,New Zealand,Spicy Special Slims,23-03-2022,$63.00,60,63
Dennison Crosswaite,New Zealand,Mint Chip Choco,23-03-2022,"$6,668.93",419,"6,668.93"
Van Tuxwell,New Zealand,Mint Chip Choco,23-03-2022,"$6,643",20,"6,643"
Karlen McCaffrey,Australia,White Choc,23-03-2022,"$5,204",368,"5,204"
Beverie Moffet,India,Eclairs,23-03-2022,"$8,281",52,"8,281"
Dennison Crosswaite,Canada,Choco Coated Almonds,24-03-2022,"$10,479.00",118,"10,479.00"
Mallorie Waber,Australia,Orange Choco,24-03-2022,"$14,658.00",275,"14,658.00"
Andria Kimpton,Canada,Organic Choco Syrup,24-03-2022,"$8,804.98",214,"8,804.98"
Marney O'Breen,USA,Almond Choco,24-03-2022,"$9,376.61",167,"9,376.61"
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,24-03-2022,"$2,919",395,"2,919"
Andria Kimpton,Australia,Almond Choco,24-03-2022,"$6,667",261,"6,667"
Rafaelita Blaksland,UK,50% Dark Bites,24-03-2022,"$4,120",311,"4,120"
Beverie Moffet,UK,Smooth Sliky Salty,25-03-2022,"$4,403.00",76,"4,403.00"
Husein Augar,UK,After Nines,25-03-2022,"$3,563.87",372,"3,563.87"
Gigi Bohling,New Zealand,Orange Choco,25-03-2022,"$4,835",263,"4,835"
Karlen McCaffrey,Australia,White Choc,25-03-2022,$383,135,383
Curtice Advani,UK,50% Dark Bites,25-03-2022,"$7,608",23,"7,608"
Karlen McCaffrey,Canada,Peanut Butter Cubes,26-03-2022,"$3,094.00",159,"3,094.00"
Roddy Speechley,UK,Baker's Choco Chips,26-03-2022,"$15,925.17",378,"15,925.17"
Kaine Padly,UK,Choco Coated Almonds,26-03-2022,"$9,412.06",123,"9,412.06"
Gigi Bohling,India,Peanut Butter Cubes,26-03-2022,"$1,365",145,"1,365"
Curtice Advani,Australia,Eclairs,26-03-2022,"$4,764",47,"4,764"
Jehu Rudeforth,UK,Drinking Coco,26-03-2022,"$7,478",329,"7,478"
Beverie Moffet,Canada,Smooth Sliky Salty,27-03-2022,"$14,287.00",370,"14,287.00"
Dotty Strutley,Australia,Fruit & Nut Bars,27-03-2022,$280.00,311,280
Rafaelita Blaksland,UK,Eclairs,27-03-2022,"$7,527",321,"7,527"
Camilla Castle,India,Peanut Butter Cubes,28-03-2022,"$12,507.08",284,"12,507.08"
Kaine Padly,UK,Choco Coated Almonds,28-03-2022,"$9,260",34,"9,260"
Mallorie Waber,USA,Peanut Butter Cubes,28-03-2022,"$8,456",86,"8,456"
Ches Bonnell,India,Orange Choco,28-03-2022,$476,95,476
Mallorie Waber,Australia,Milk Bars,28-03-2022,"$6,856",141,"6,856"
Andria Kimpton,India,Orange Choco,29-03-2022,$301.00,421,301
Mallorie Waber,India,White Choc,29-03-2022,$819.00,213,819
Kelci Walkden,India,Almond Choco,29-03-2022,"$3,574.12",149,"3,574.12"
Husein Augar,Australia,Manuka Honey Choco,29-03-2022,"$7,984.45",95,"7,984.45"
Andria Kimpton,New Zealand,Almond Choco,29-03-2022,"$7,190.49",165,"7,190.49"
Andria Kimpton,Canada,Caramel Stuffed Bars,29-03-2022,"$7,560.62",336,"7,560.62"
Kaine Padly,New Zealand,Eclairs,29-03-2022,"$14,346.28",48,"14,346.28"
Gigi Bohling,New Zealand,Manuka Honey Choco,29-03-2022,"$3,212",218,"3,212"
Van Tuxwell,UK,Eclairs,29-03-2022,"$3,590",395,"3,590"
Marney O'Breen,New Zealand,Eclairs,30-03-2022,"$4,914.00",31,"4,914.00"
Gigi Bohling,UK,Fruit & Nut Bars,30-03-2022,"$1,232.00",86,"1,232.00"
Jan Morforth,Canada,Caramel Stuffed Bars,30-03-2022,"$10,802.13",124,"10,802.13"
Kaine Padly,UK,Organic Choco Syrup,30-03-2022,"$2,586.62",172,"2,586.62"
Karlen McCaffrey,India,Fruit & Nut Bars,30-03-2022,$597,8,597
Madelene Upcott,Australia,Raspberry Choco,31-03-2022,"$7,033.52",94,"7,033.52"
Oby Sorrel,USA,Smooth Sliky Salty,31-03-2022,"$4,011.83",169,"4,011.83"
Gunar Cockshoot,New Zealand,Raspberry Choco,31-03-2022,$758.28,57,758.28
Karlen McCaffrey,India,85% Dark Bars,31-03-2022,"$1,075",346,"1,075"
Camilla Castle,Canada,Orange Choco,01-04-2022,"$8,671.21",52,"8,671.21"
Mallorie Waber,New Zealand,Organic Choco Syrup,01-04-2022,"$5,098.29",276,"5,098.29"
Husein Augar,New Zealand,After Nines,01-04-2022,"$8,540",96,"8,540"
Oby Sorrel,India,Organic Choco Syrup,01-04-2022,"$7,463",47,"7,463"
Beverie Moffet,UK,Choco Coated Almonds,01-04-2022,$700,33,700
Wilone O'Kielt,UK,Milk Bars,01-04-2022,"$1,426",38,"1,426"
Ches Bonnell,UK,Smooth Sliky Salty,02-04-2022,"$5,663.00",110,"5,663.00"
Husein Augar,UK,Drinking Coco,02-04-2022,"$3,562.44",111,"3,562.44"
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,02-04-2022,"$2,512",274,"2,512"
Jan Morforth,USA,Orange Choco,03-04-2022,"$6,738",375,"6,738"
Wilone O'Kielt,India,Mint Chip Choco,03-04-2022,"$9,749",252,"9,749"
Jehu Rudeforth,New Zealand,50% Dark Bites,04-04-2022,"$3,990.00",59,"3,990.00"
Jehu Rudeforth,Australia,Spicy Special Slims,04-04-2022,"$5,147.77",402,"5,147.77"
Dotty Strutley,Australia,Baker's Choco Chips,04-04-2022,"$4,022.64",71,"4,022.64"
Dotty Strutley,USA,Fruit & Nut Bars,04-04-2022,"$1,375",400,"1,375"
Dotty Strutley,UK,Mint Chip Choco,04-04-2022,"$2,898",267,"2,898"
Curtice Advani,Canada,Eclairs,04-04-2022,"$7,459",25,"7,459"
Barr Faughny,Canada,50% Dark Bites,04-04-2022,"$9,605",137,"9,605"
Camilla Castle,Australia,99% Dark & Pure,04-04-2022,"$8,289",159,"8,289"
Ches Bonnell,India,99% Dark & Pure,05-04-2022,$536.74,102,536.74
Barr Faughny,Australia,White Choc,05-04-2022,"$9,402.26",401,"9,402.26"
Roddy Speechley,Australia,85% Dark Bars,05-04-2022,"$7,938",84,"7,938"
Barr Faughny,Canada,White Choc,05-04-2022,"$8,931",397,"8,931"
Roddy Speechley,USA,Manuka Honey Choco,06-04-2022,"$10,959.02",302,"10,959.02"
Kelci Walkden,UK,Choco Coated Almonds,06-04-2022,"$10,920.70",210,"10,920.70"
Curtice Advani,India,Smooth Sliky Salty,06-04-2022,"$6,692",301,"6,692"
Brien Boise,Australia,Spicy Special Slims,07-04-2022,"$6,707.63",269,"6,707.63"
Husein Augar,USA,85% Dark Bars,07-04-2022,"$4,793",151,"4,793"
Gigi Bohling,UK,Almond Choco,08-04-2022,"$5,642.00",9,"5,642.00"
Dennison Crosswaite,Australia,85% Dark Bars,08-04-2022,"$6,881.00",420,"6,881.00"
Kaine Padly,India,Spicy Special Slims,08-04-2022,"$5,674.70",147,"5,674.70"
Kaine Padly,Canada,99% Dark & Pure,08-04-2022,"$7,090",369,"7,090"
Oby Sorrel,UK,70% Dark Bites,08-04-2022,"$5,852",390,"5,852"
Dennison Crosswaite,Canada,Spicy Special Slims,08-04-2022,"$9,065",296,"9,065"
Husein Augar,Canada,Choco Coated Almonds,08-04-2022,"$7,713",81,"7,713"
Gigi Bohling,USA,Choco Coated Almonds,09-04-2022,"$12,313.00",103,"12,313.00"
Madelene Upcott,USA,Almond Choco,09-04-2022,"$11,103.47",24,"11,103.47"
Barr Faughny,India,Caramel Stuffed Bars,09-04-2022,"$7,912.62",106,"7,912.62"
Roddy Speechley,Australia,Almond Choco,09-04-2022,"$4,928.30",71,"4,928.30"
Gunar Cockshoot,India,Smooth Sliky Salty,09-04-2022,"$4,329",332,"4,329"
Kaine Padly,UK,Orange Choco,09-04-2022,"$8,041",19,"8,041"
Andria Kimpton,USA,Raspberry Choco,10-04-2022,"$15,565.91",21,"15,565.91"
Brien Boise,USA,99% Dark & Pure,10-04-2022,"$7,650.76",358,"7,650.76"
Beverie Moffet,Canada,White Choc,10-04-2022,"$8,163",85,"8,163"
Beverie Moffet,Australia,White Choc,10-04-2022,"$9,860",40,"9,860"
Karlen McCaffrey,India,Almond Choco,10-04-2022,"$6,078",1,"6,078"
Madelene Upcott,Australia,Orange Choco,10-04-2022,$182,49,182
Van Tuxwell,New Zealand,Eclairs,10-04-2022,"$3,509",157,"3,509"
Andria Kimpton,India,After Nines,10-04-2022,"$4,361",188,"4,361"
Gunar Cockshoot,UK,99% Dark & Pure,11-04-2022,$7.00,84,7
Ches Bonnell,Canada,Smooth Sliky Salty,11-04-2022,"$9,870.00",121,"9,870.00"
Wilone O'Kielt,India,Caramel Stuffed Bars,11-04-2022,"$4,303.86",282,"4,303.86"
Ches Bonnell,New Zealand,Spicy Special Slims,11-04-2022,"$4,044.24",18,"4,044.24"
Brien Boise,USA,Organic Choco Syrup,11-04-2022,"$8,434",317,"8,434"
Ches Bonnell,India,Peanut Butter Cubes,11-04-2022,"$2,667",128,"2,667"
Rafaelita Blaksland,Canada,Fruit & Nut Bars,12-04-2022,$483.00,185,483
Gunar Cockshoot,New Zealand,Almond Choco,12-04-2022,"$5,752.62",125,"5,752.62"
Husein Augar,USA,After Nines,12-04-2022,"$13,999.05",179,"13,999.05"
Andria Kimpton,New Zealand,Peanut Butter Cubes,12-04-2022,"$1,119.94",283,"1,119.94"
Mallorie Waber,New Zealand,Mint Chip Choco,12-04-2022,$540,136,540
Brien Boise,New Zealand,Eclairs,12-04-2022,"$4,460",14,"4,460"
Kaine Padly,Canada,Choco Coated Almonds,13-04-2022,"$3,542.19",180,"3,542.19"
Van Tuxwell,UK,85% Dark Bars,13-04-2022,"$4,029.28",128,"4,029.28"
Roddy Speechley,Canada,Milk Bars,13-04-2022,$679.94,34,679.94
Rafaelita Blaksland,USA,Baker's Choco Chips,13-04-2022,"$4,813",354,"4,813"
Dennison Crosswaite,India,Milk Bars,13-04-2022,"$2,712",19,"2,712"
Oby Sorrel,USA,Manuka Honey Choco,13-04-2022,"$4,702",29,"4,702"
Andria Kimpton,New Zealand,50% Dark Bites,14-04-2022,"$3,374.00",202,"3,374.00"
Wilone O'Kielt,New Zealand,Baker's Choco Chips,14-04-2022,"$3,836.00",59,"3,836.00"
Madelene Upcott,India,Mint Chip Choco,14-04-2022,"$4,090.16",75,"4,090.16"
Madelene Upcott,Australia,Spicy Special Slims,14-04-2022,"$7,036",71,"7,036"
Beverie Moffet,India,Organic Choco Syrup,14-04-2022,"$2,917",77,"2,917"
Mallorie Waber,USA,Manuka Honey Choco,15-04-2022,"$5,425.00",96,"5,425.00"
Oby Sorrel,UK,Milk Bars,15-04-2022,"$8,483",300,"8,483"
Camilla Castle,USA,Eclairs,16-04-2022,"$6,707",121,"6,707"
Mallorie Waber,USA,Almond Choco,17-04-2022,"$7,613.37",370,"7,613.37"
Brien Boise,Australia,Milk Bars,17-04-2022,"$2,117.82",56,"2,117.82"
Dotty Strutley,Australia,Mint Chip Choco,17-04-2022,"$7,091.81",27,"7,091.81"
Kaine Padly,USA,Eclairs,17-04-2022,"$7,978.76",10,"7,978.76"
Dennison Crosswaite,Canada,Drinking Coco,17-04-2022,"$5,860",118,"5,860"
Marney O'Breen,New Zealand,After Nines,17-04-2022,"$1,300",362,"1,300"
Madelene Upcott,Canada,Peanut Butter Cubes,18-04-2022,"$14,763.00",113,"14,763.00"
Kaine Padly,Australia,Mint Chip Choco,18-04-2022,"$4,552.57",158,"4,552.57"
Rafaelita Blaksland,Australia,50% Dark Bites,18-04-2022,$145,323,145
Wilone O'Kielt,Australia,Organic Choco Syrup,18-04-2022,"$9,236",77,"9,236"
Curtice Advani,UK,Manuka Honey Choco,18-04-2022,"$4,228",279,"4,228"
Dennison Crosswaite,Canada,Choco Coated Almonds,19-04-2022,"$10,707.82",124,"10,707.82"
Wilone O'Kielt,New Zealand,85% Dark Bars,19-04-2022,"$2,084.86",119,"2,084.86"
Wilone O'Kielt,Australia,Manuka Honey Choco,19-04-2022,"$4,708",202,"4,708"
Beverie Moffet,New Zealand,White Choc,19-04-2022,"$1,665",257,"1,665"
Marney O'Breen,UK,50% Dark Bites,20-04-2022,"$2,989.00",124,"2,989.00"
Oby Sorrel,Australia,Manuka Honey Choco,20-04-2022,"$4,626.87",78,"4,626.87"
Van Tuxwell,India,Spicy Special Slims,20-04-2022,"$6,811.55",4,"6,811.55"
Van Tuxwell,Canada,Peanut Butter Cubes,20-04-2022,"$5,714",117,"5,714"
Gigi Bohling,Australia,Caramel Stuffed Bars,20-04-2022,$632,56,632
Jehu Rudeforth,UK,Fruit & Nut Bars,20-04-2022,"$2,456",74,"2,456"
Ches Bonnell,India,Caramel Stuffed Bars,21-04-2022,"$7,437.55",54,"7,437.55"
Roddy Speechley,Canada,Orange Choco,22-04-2022,"$8,148.00",85,"8,148.00"
Husein Augar,UK,White Choc,22-04-2022,"$10,843.46",142,"10,843.46"
Marney O'Breen,UK,Orange Choco,22-04-2022,"$9,815",308,"9,815"
Roddy Speechley,Australia,Mint Chip Choco,23-04-2022,"$7,213.16",277,"7,213.16"
Beverie Moffet,India,Manuka Honey Choco,23-04-2022,"$10,168.32",159,"10,168.32"
Gigi Bohling,New Zealand,Raspberry Choco,23-04-2022,"$1,225.12",186,"1,225.12"
Madelene Upcott,Canada,Choco Coated Almonds,23-04-2022,"$5,579",281,"5,579"
Kaine Padly,Australia,Manuka Honey Choco,23-04-2022,"$4,936",330,"4,936"
Brien Boise,UK,Almond Choco,24-04-2022,$107.24,129,107.24
Beverie Moffet,New Zealand,85% Dark Bars,24-04-2022,"$12,886.26",21,"12,886.26"
Husein Augar,USA,Eclairs,24-04-2022,"$5,091",9,"5,091"
Jan Morforth,India,After Nines,24-04-2022,$663,268,663
Van Tuxwell,Canada,Raspberry Choco,24-04-2022,"$2,248",23,"2,248"
Brien Boise,Australia,Milk Bars,24-04-2022,"$2,777",357,"2,777"
Andria Kimpton,Canada,After Nines,25-04-2022,"$2,163.00",70,"2,163.00"
Karlen McCaffrey,Australia,70% Dark Bites,25-04-2022,$237.57,311,237.57
Oby Sorrel,Canada,Fruit & Nut Bars,25-04-2022,"$2,187.50",159,"2,187.50"
Gigi Bohling,Canada,Milk Bars,25-04-2022,"$3,441",30,"3,441"
Barr Faughny,Australia,Organic Choco Syrup,25-04-2022,"$6,276",103,"6,276"
Mallorie Waber,UK,Milk Bars,26-04-2022,"$3,737.68",282,"3,737.68"
Roddy Speechley,India,Caramel Stuffed Bars,26-04-2022,"$10,139.68",552,"10,139.68"
Gunar Cockshoot,UK,Raspberry Choco,26-04-2022,"$8,043.29",344,"8,043.29"
Rafaelita Blaksland,UK,99% Dark & Pure,26-04-2022,"$1,024",64,"1,024"
Camilla Castle,India,50% Dark Bites,26-04-2022,"$8,149",208,"8,149"
Gigi Bohling,USA,Fruit & Nut Bars,26-04-2022,"$5,635",251,"5,635"
Dotty Strutley,New Zealand,Raspberry Choco,27-04-2022,"$5,845.00",91,"5,845.00"
Beverie Moffet,USA,Smooth Sliky Salty,27-04-2022,"$2,556.26",354,"2,556.26"
Kelci Walkden,UK,Choco Coated Almonds,27-04-2022,"$10,355.42",215,"10,355.42"
Dennison Crosswaite,Canada,Smooth Sliky Salty,28-04-2022,"$1,750.00",479,"1,750.00"
Dotty Strutley,India,Mint Chip Choco,28-04-2022,"$1,260.00",239,"1,260.00"
Van Tuxwell,USA,50% Dark Bites,28-04-2022,"$10,280.17",155,"10,280.17"
Karlen McCaffrey,New Zealand,Baker's Choco Chips,28-04-2022,"$2,226",244,"2,226"
Kelci Walkden,India,99% Dark & Pure,28-04-2022,"$9,302",38,"9,302"
Ches Bonnell,USA,Orange Choco,29-04-2022,"$1,835.22",73,"1,835.22"
Van Tuxwell,Canada,Almond Choco,29-04-2022,"$8,499",133,"8,499"
Mallorie Waber,India,50% Dark Bites,30-04-2022,$631.02,140,631.02
Ches Bonnell,UK,Manuka Honey Choco,01-05-2022,"$4,761.38",406,"4,761.38"
Kelci Walkden,Australia,Orange Choco,01-05-2022,"$4,286",271,"4,286"
Jehu Rudeforth,Australia,Milk Bars,01-05-2022,"$6,658",308,"6,658"
Rafaelita Blaksland,Canada,99% Dark & Pure,01-05-2022,"$2,519",80,"2,519"
Jan Morforth,UK,Almond Choco,03-05-2022,"$9,744.00",157,"9,744.00"
Camilla Castle,India,50% Dark Bites,03-05-2022,"$10,590.61",430,"10,590.61"
Karlen McCaffrey,Australia,Almond Choco,04-05-2022,"$5,979",12,"5,979"
Kelci Walkden,UK,85% Dark Bars,04-05-2022,"$2,996",263,"2,996"
Barr Faughny,New Zealand,Raspberry Choco,04-05-2022,"$5,046",198,"5,046"
Jehu Rudeforth,Australia,Spicy Special Slims,04-05-2022,"$8,732",100,"8,732"
Beverie Moffet,Canada,Drinking Coco,05-05-2022,$994.00,118,994
Gigi Bohling,USA,70% Dark Bites,05-05-2022,"$8,078.15",189,"8,078.15"
Gigi Bohling,New Zealand,After Nines,05-05-2022,"$5,833.80",196,"5,833.80"
Kaine Padly,Australia,50% Dark Bites,05-05-2022,"$9,163.79",81,"9,163.79"
Jan Morforth,UK,Organic Choco Syrup,05-05-2022,"$1,367.24",384,"1,367.24"
Kelci Walkden,Australia,Raspberry Choco,05-05-2022,$813.41,58,813.41
Dennison Crosswaite,USA,Almond Choco,05-05-2022,"$2,451",163,"2,451"
Brien Boise,Canada,99% Dark & Pure,06-05-2022,"$17,718.25",430,"17,718.25"
Kelci Walkden,India,Milk Bars,06-05-2022,"$7,216",227,"7,216"
Ches Bonnell,New Zealand,Organic Choco Syrup,06-05-2022,"$8,127",75,"8,127"
Kaine Padly,Canada,50% Dark Bites,06-05-2022,"$8,285",128,"8,285"
Husein Augar,USA,Milk Bars,07-05-2022,$934.49,54,934.49
Van Tuxwell,Australia,Organic Choco Syrup,07-05-2022,"$22,943.37",14,"22,943.37"
Van Tuxwell,New Zealand,Fruit & Nut Bars,07-05-2022,"$1,140",398,"1,140"
Wilone O'Kielt,Australia,50% Dark Bites,07-05-2022,$791,308,791
Barr Faughny,New Zealand,99% Dark & Pure,07-05-2022,"$6,004",76,"6,004"
Jan Morforth,UK,Almond Choco,07-05-2022,$298,54,298
Madelene Upcott,UK,70% Dark Bites,08-05-2022,"$5,931.82",243,"5,931.82"
Jehu Rudeforth,USA,Smooth Sliky Salty,08-05-2022,"$7,900.11",168,"7,900.11"
Brien Boise,New Zealand,Eclairs,08-05-2022,"$7,616",248,"7,616"
Husein Augar,USA,99% Dark & Pure,09-05-2022,"$9,534.00",111,"9,534.00"
Jan Morforth,Australia,Mint Chip Choco,09-05-2022,"$7,358",149,"7,358"
Beverie Moffet,USA,White Choc,10-05-2022,"$5,964.72",136,"5,964.72"
Van Tuxwell,UK,Raspberry Choco,11-05-2022,"$6,538.00",79,"6,538.00"
Brien Boise,India,Spicy Special Slims,11-05-2022,"$1,408.28",35,"1,408.28"
Rafaelita Blaksland,Australia,Baker's Choco Chips,11-05-2022,"$3,170.18",49,"3,170.18"
Gunar Cockshoot,UK,Eclairs,11-05-2022,"$1,743",77,"1,743"
Ches Bonnell,India,Peanut Butter Cubes,11-05-2022,"$6,855",100,"6,855"
Andria Kimpton,India,Organic Choco Syrup,11-05-2022,"$8,748",68,"8,748"
Ches Bonnell,New Zealand,Milk Bars,12-05-2022,"$4,389.00",126,"4,389.00"
Gigi Bohling,Australia,Smooth Sliky Salty,12-05-2022,"$2,358",342,"2,358"
Dotty Strutley,USA,Raspberry Choco,12-05-2022,"$4,978",374,"4,978"
Beverie Moffet,India,Milk Bars,13-05-2022,"$1,869.00",323,"1,869.00"
Dotty Strutley,Australia,Baker's Choco Chips,13-05-2022,"$6,723",3,"6,723"
Marney O'Breen,Australia,Manuka Honey Choco,13-05-2022,"$3,076",378,"3,076"
Ches Bonnell,UK,Choco Coated Almonds,13-05-2022,"$9,336",353,"9,336"
Roddy Speechley,UK,Raspberry Choco,14-05-2022,"$13,351.42",198,"13,351.42"
Kelci Walkden,USA,Organic Choco Syrup,14-05-2022,"$10,772.46",150,"10,772.46"
Beverie Moffet,Australia,Baker's Choco Chips,14-05-2022,"$1,905",108,"1,905"
Mallorie Waber,India,Raspberry Choco,14-05-2022,"$6,904",137,"6,904"
Beverie Moffet,India,Milk Bars,14-05-2022,"$8,801",201,"8,801"
Gigi Bohling,India,Peanut Butter Cubes,15-05-2022,"$4,501.00",91,"4,501.00"
Madelene Upcott,Canada,70% Dark Bites,15-05-2022,"$12,100.65",142,"12,100.65"
Oby Sorrel,Australia,Milk Bars,15-05-2022,"$8,497.72",276,"8,497.72"
Van Tuxwell,UK,85% Dark Bars,15-05-2022,"$3,790",79,"3,790"
Andria Kimpton,UK,50% Dark Bites,15-05-2022,"$8,087",335,"8,087"
Karlen McCaffrey,New Zealand,Mint Chip Choco,16-05-2022,"$4,326.00",61,"4,326.00"
Kaine Padly,Canada,85% Dark Bars,16-05-2022,"$1,729.00",31,"1,729.00"
Karlen McCaffrey,New Zealand,Drinking Coco,16-05-2022,$115,314,115
Jan Morforth,UK,Caramel Stuffed Bars,16-05-2022,"$2,816",227,"2,816"
Curtice Advani,India,85% Dark Bars,17-05-2022,$308.24,402,308.24
Beverie Moffet,New Zealand,Smooth Sliky Salty,17-05-2022,"$2,755.14",63,"2,755.14"
Marney O'Breen,UK,50% Dark Bites,18-05-2022,"$3,288.29",133,"3,288.29"
Gunar Cockshoot,Australia,Fruit & Nut Bars,18-05-2022,"$7,984",107,"7,984"
Camilla Castle,New Zealand,99% Dark & Pure,18-05-2022,"$4,765",143,"4,765"
Curtice Advani,Canada,Fruit & Nut Bars,19-05-2022,"$4,193.00",195,"4,193.00"
Dennison Crosswaite,USA,Almond Choco,19-05-2022,"$11,718.00",84,"11,718.00"
Curtice Advani,Canada,Choco Coated Almonds,19-05-2022,"$5,895.88",7,"5,895.88"
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,19-05-2022,"$14,493.50",15,"14,493.50"
Curtice Advani,USA,Mint Chip Choco,19-05-2022,"$5,679.57",285,"5,679.57"
Curtice Advani,India,Spicy Special Slims,19-05-2022,"$3,125",199,"3,125"
Jehu Rudeforth,USA,White Choc,19-05-2022,"$4,746",372,"4,746"
Jehu Rudeforth,Canada,Milk Bars,20-05-2022,"$7,203.00",12,"7,203.00"
Gunar Cockshoot,India,Baker's Choco Chips,20-05-2022,"$2,385.40",540,"2,385.40"
Ches Bonnell,USA,70% Dark Bites,20-05-2022,"$5,054.42",127,"5,054.42"
Jan Morforth,USA,Fruit & Nut Bars,21-05-2022,"$4,891.86",380,"4,891.86"
Kelci Walkden,USA,50% Dark Bites,21-05-2022,"$7,203.64",234,"7,203.64"
Camilla Castle,India,99% Dark & Pure,21-05-2022,$227.55,225,227.55
Gigi Bohling,USA,Milk Bars,21-05-2022,"$4,056",390,"4,056"
Kelci Walkden,Australia,Almond Choco,22-05-2022,"$4,879.00",350,"4,879.00"
Husein Augar,UK,Baker's Choco Chips,22-05-2022,"$3,070.43",143,"3,070.43"
Rafaelita Blaksland,Australia,Organic Choco Syrup,22-05-2022,"$1,082.69",106,"1,082.69"
Camilla Castle,USA,Manuka Honey Choco,22-05-2022,"$7,485",286,"7,485"
Mallorie Waber,USA,Almond Choco,22-05-2022,"$6,584",188,"6,584"
Mallorie Waber,New Zealand,After Nines,23-05-2022,$483.00,228,483
